77222937	1.2925	0
70449638	0.3007	0
77144787	0.2993	0
104380676	0.3877	7.590449
124144390	0.5039	52.079127
99847689	0.6075	69.23084
98630105	0.8107	51.93383
121046434	1.161	26.742948
123217058	1.7559	6.99624
100540459	2.6112	4.414106
80681808	4.1818	0
79916406	6.1857	0
56869341	10.3071	0
40430322	17.2064	0
32626699	30.6391	0
23477629	49.5235	0
12754562	84.8092	0
5387168	127.4254	0
1465384	190.7821	0
344209	217.1036	0
36283	454.345	0
